,output_text,vector,output_data_source,index
110,"راز چون با من نگوید یار من	بند گردد پیش او گفتار من
عذر می گوید که یعنی خامشم	با تو می گوید دل هشیار من
با کسی دیگر زبان گردد همه	سر خود می گوید و اسرار من
در گمان افتد دلم زین واقعه	این دل ترسان بدپندار من
گر بگوید ور نگوید راز من	دل ندارد صبر از دلدار من","[[ 2.6181727e-03  6.0292106e-04 -6.6079214e-05 ...  1.6607910e-03
  -1.5897260e-04  2.6391959e-03]]",غزلیات مولوی,2014
111,"جان من جان تو جانت جان من	هیچ دیدستی دو جان در یک بدن
ای تن ار بی او به صد جان زنده ای	جان طلب کن جان و لاف تن مزن
دل از این جان برکن و بر وی بنه	ز آنک از این جانی نیاید جان مکن
از قل الروح امر ربی فهم شد	شرح جان ای جان نیاید در دهن","[[ 3.5538822e-03 -7.7096760e-05  6.2974560e-04 ...  1.1609934e-02
   1.4222623e-03  2.5382981e-02]]",غزلیات مولوی,2016
112,"آمد آمد در میان خوب ختن	هر دو دستت را بشو از جان و تن
داد شمشیری به دست عشق و گفت	هرچ بینی غیر من گردن بزن
اندر آب انداز الا نوح را	هر که باشد خوب و زشت و مرد و زن
هر که او اندر دل نوح است رست	هر که در پستی است در دریا فکن","[[ 4.1514775e-04  2.2445843e-06 -1.5710270e-06 ...  4.0949494e-04
  -3.1061263e-05 -1.3631192e-04]]",غزلیات مولوی,2017
113,"به شکرخنده ببردی دل من	بشکن شکر دل را مشکن
دل ما را که ز جا برکندی	به تو آمد پر و بالش بمکن
بنگر تا به چه لطفش بردی	رحم کن هر نفسش زخم مزن
جانم اندر پی دل می آید	چه کند بی تو در این قالب تن
بی تو دل را نبود برگ جهان	بی تو گل را نبود برگ چمن
هین چرا بند شکستی خاموش	یا مگر نیست تو را بند دهن",[[0.00336393 0.00435866 0.0031606  ... 0.01405823 0.00740977 0.02701153]],غزلیات مولوی,2026
114,"آن خوب را طلب کن اندر میان حوران	مشنو کسی که گوید آن فتنه را مشوران
در دل چو نقش بندد جان از طرب بخندد	صد گون شکر بجوشد از تلخی صبوران
از پرتوی که افتد در چشم ها ز رویش	خارش چه افتد از وی در چشم های کوران","[[ 0.00930594  0.00344181 -0.0011205  ...  0.01420055  0.01095743
   0.04087878]]",غزلیات مولوی,2035
115,"ای دم به دم مصور جان از درون تن	نزدیکتر ز فکرت این نکته ها به من
ز آینده و گذشته چرا یاد می کنم	که لذت زمانی و هم قبله زمن
جان حقایقی و خیالات دلربا	و آن نقش های مه که نگنجد در این دهن","[[ 0.01434034  0.00374538 -0.00279389 ...  0.01460608  0.00646699
   0.05627859]]",غزلیات مولوی,2049
116,"یا تو ترش کرده رو مایه ده شکران	تنگ شکر می کشد تا بنهد در میان
سرکه فروشان هلا سرکه بریزید زود	تا که عسل پر کند آن شه شکرلبان
سرکه نه ساله را بهر خدا را بریز	چونک بریزی بیا تا دهمت من نشان
طوطی جان تو را سرکه نوا کی دهد	بلبل مست تو را شرط بود گلستان",[[0.00346733 0.00948399 0.00131475 ... 0.00749404 0.00591775 0.03793944]],غزلیات مولوی,2070
117,"بگویم مثالی از این عشق سوزان	یکی آتشی در نهانم فروزان
اگر می بنالم وگر می ننالم	به کار است آتش به شب ها و روزان
همه عقل ها خرقه دوزند لیکن	جگرهای عشاق شد خرقه سوزان",[[0.01223038 0.01222343 0.00762583 ... 0.01205867 0.01585896 0.01960934]],غزلیات مولوی,2087
118,"یک قوصره پر دارم ز سخن	جان می شنود تو گوش مکن
دربند خودی زین سیر شدی	گیری سر خود ای بی سر و بن
چون مستمعان جمله بروند	گویم غم نو با یار کهن
کی سیر شود ماهی ز تری	یا تشنه حق از علم لدن
گر سیر شدند این مستمعان	جان می شنود از قرط اذن","[[ 0.00225959 -0.00010604  0.0002128  ...  0.00539935  0.00629534
   0.02586686]]",غزلیات مولوی,2094
119,"سیر گشتم ز نازهای خسان	کم زنم من چو روغن به لسان
بعد از این شهد را نهان دارم	تا نیفتند اندر او مگسان
خویش را بعد از این چنان دزدم	که نیابند مر مرا عسسان
هر زمان جانب دگر تازم	بی رفیقان و صاحبان و کسان
ای خدا در تو چون گریخته ام	این چنین قوم را به من مرسان","[[ 1.0573893e-04 -3.5682124e-08 -2.0276957e-06 ... -1.2860205e-05
  -1.2451189e-04 -2.3786581e-04]]",غزلیات مولوی,2101
120,"ظلمت شب پرتو ظلمات من	نور مه از نور ملاقات من
گوهر طاعت شد از آن کیمیا	زلت و انکار و جنایات من
هست سماوات در آن آرزو	تا نگرد سوی سماوات من
ای رخ خورشید سوی برج من	ای شه جان شاهد شهمات من","[[ 3.0929672e-03 -6.8393297e-06  1.8512596e-03 ...  2.2928843e-02
   1.6035369e-02  2.1334838e-02]]",غزلیات مولوی,2112
121,"ای تو چو خورشید و شه خاص من	کفر من و توبه و اخلاص من
رقص کند بر سر چرخ آفتاب	تا تو بگوییش که رقاص من
سجده کنان پیش درت نفس کل	کای ز تو جان یافته اشخاص من
نفس کل و عقل کل و آن دگر	بحر منی گوهر و غواص من
کفر من و گوهر ایمان من	جرم من و واعظ و قصاص من",[[0.01969733 0.00121281 0.00186066 ... 0.01158268 0.00569503 0.02954105]],غزلیات مولوی,2113
122,"کیف اتوب یا اخی من سکر کارجوان	لیس من التراب بل معصره بلا مکان
خط علی کوسها کتابه شارحه	یا من من یشربها من الممات و الهوان
من تبریز نبعه منبته و ینعه	فها الیها جانب و جانب الی الجنان","[[ 5.2511785e-03 -4.3830361e-05 -2.8955508e-03 ...  1.0372882e-02
   1.3953391e-03  2.9754756e-02]]",غزلیات مولوی,2122
123,"یا صغیر السن یا رطب البدن	یا قریب العهد من شرب اللبن
هاشمی الوجه ترکی القفا	دیلمی الشعر رومی الذقن
روحه روحی و روحی روحه	من رآی روحین عاشقا فی بدن
صح عند الناس انی عاشق	غیر ان لم یعرفوا عشقی به من
اقطعوا شملی و ان شاتم صلوا	کل شی ء منکم عندی حسن
ذاب مما فی متاعی وطنی	و متاعی باد مما فی وطن",[[0.0088737  0.01605447 0.00087321 ... 0.00772833 0.00291684 0.02416928]],غزلیات مولوی,2127
124,"نحن الی سیدنا راجعون	طیبه النفس به طایعون
سیدنا یصبح یبتا عنا	انفسنا نحن له بایعون
یفسد ان جاع الی موکل	نحن الی نظرته جایعون
سوف تلاقیه به میعاده	تحسب انا ابدا ضایعون",[[0.00051806 0.00121766 0.01415103 ... 0.0076396  0.01014341 0.00597498]],غزلیات مولوی,2129
125,"ای شکران ای شکران کان شکر دارم از او	پندپذیرنده نیم شور و شرر دارم از او
خانه شادی است دلم غصه ندارم چه کنم	هر چه به عالم ترشی دورم و بیزارم از او
کی هلدم با خود کی می دهدم بر سر می	گل دهدم در مه دی بلبل گلزارم از او
من خوش و تو نیم خوشی جهد بکن تا بچشی	تا قدحی می بکشی ز آنک گرفتارم از او",[[0.00273755 0.00037302 0.00605906 ... 0.01839614 0.01310504 0.00962715]],غزلیات مولوی,2146
126,"ای برادر عاشقی را درد باید درد کو	صابری و صادقی را مرد باید مرد کو
چند از این ذکر فسرده چند از این فکر زمن	نعره های آتشین و چهره های زرد کو
کیمیا و زر نمی جویم مس قابل کجاست	گرم رو را خود کی یابد نیم گرمی سرد کو","[[ 1.01162244e-04 -8.83198845e-06 -3.43718275e-04 ...  1.99529044e-02
   4.27855505e-03  3.38167027e-02]]",غزلیات مولوی,2206
127,"ای غذای جان مستم نام تو	چشم و عقلم روشن از ایام تو
شش جهت از روی من شد همچو زر	تا بدیدم سیم هفت اندام تو
گفته بودی کز توام بگرفت دل	من نخواهم در جهان جز کام تو
منتظر بنشسته ام تا دررسد	از پی جان خواستن پیغام تو","[[ 6.05989760e-03 -4.22255689e-05  6.52803387e-03 ...  1.73493531e-02
   6.10012328e-03  1.16177155e-02]]",غزلیات مولوی,2229
128,"به حریفان بنشین خواب مرو	همچو ماهی به تک آب مرو
همچو دریا همه شب جوشان باش	نی پراکنده چو سیلاب مرو
آب حیوان نه که در تاریکی است	بطلب در شب و مشتاب مرو
شب روان فلکی پرنورند	تو هم از صحبت اصحاب مرو
شمع بیدار نه در طشت زر است	به زمین در تو چو سیماب مرو
شب روان را بنماید مه رو	منتظر شو شب مهتاب مرو",[[0.00932914 0.01193788 0.0046124  ... 0.00432248 0.00835731 0.02281117]],غزلیات مولوی,2232
129,"دل من دل من دل من بر تو	رخ تو رخ تو رخ بافر تو
صنما صنما اگر جان طلبی	بدهم بدهم به جان و سر تو
کف تو کف تو کف رحمت تو	لب تو لب تو لب شکر تو
دم تو دم تو دم جان وش تو	می تو می تو می چون زر تو
در تو در تو در بخشش تو	گل تو گل تو گل احمر تو","[[ 3.4103468e-03 -4.2457661e-05  1.0218258e-02 ...  2.3965036e-02
   6.3238726e-03  1.7206008e-02]]",غزلیات مولوی,2254
130,"بوقلمون چند از انکار تو	در کف ما چند خلد خار تو
یار تو از سر فلک واقف است	پس چه بود پیش وی اسرار تو
چند بگویی که همین بار و بس	چند از این چند از این بار تو
ای ز تو بیمار حبیب و طبیب	بسته ز ناسور تو تیمار تو
خورده می غفلت و منکر شده	بوی دهانت شده اقرار تو",[[0.0103789  0.00153905 0.0096948  ... 0.05307366 0.005523   0.02270792]],غزلیات مولوی,2261
131,"ابناء ربیعنا تعالوا	فالورد یقول لا تبالوا
و العشق یصیحکم جهارا	الخلد لکم فلا تزالوا
و الحسن علی البها تجلی	و السکر حواه و الکمال
من کان مخرسا جمادا	الیوم تکلموا و قالوا
من کان مبلسا قنوطا	ذابوا و تضاحکوا و نالوا
من بعد فان تروا غضوبا	ماذا غضب فذا دلال",[[0.00447713 0.00087014 0.00353657 ... 0.01442861 0.00819006 0.01509814]],غزلیات مولوی,2270
132,"حد البشیر بشاره یا جار	دهش الفواد بما حداه و حاروا
سمعوا نداء الحق من فم طارق	قرب الخیام الیکم و الدار
و دنا کریم وجهه قمر الدجی	و خیاله لعاشقین مدار
فتحلقوا حول البشیر و اقبلوا	سجدوا جمیعا للبشیر و زاروا
سکنت قلوب بعد ما سکن البلا	لبسوا لباس الجد منه و ساروا",[[0.01114077 0.00453963 0.00976704 ... 0.0300635  0.00097002 0.01915575]],غزلیات مولوی,2272
133,"دایم پیش خود نهی آینه را هرآینه	ز آنک نظیر نیستت جز که درون آینه
در تو کجا رسم تو را همچو خیال روی تو	در دل و جان و در نظر منظره هست و جای نه
هم تو منزهی ز جا هم همه جای حاضری	آیت بی چگونگی در تو و در معاینه
از سوی تو موحدی از سوی من مشبهی	جانب تو مواصله جانب من مباینه","[[ 1.53595675e-02 -7.01755052e-05  3.77508253e-03 ...  8.38490948e-03
   6.53268443e-03  4.11431938e-02]]",غزلیات مولوی,2289
134,"ای روی تو رویم را چون روی قمر کرده	اجزای مرا چشمت اصحاب نظر کرده
باد تو درختم را در رقص درآورده	یاد تو دهانم را پرشهد و شکر کرده
دانی که درخت من در رقص چرا آید	ای شاخ و درختم را پربرگ و ثمر کرده
از برگ نمی نازد وز میوه نمی یازد	ای صبر درختم را تو زیر و زبر کرده","[[-1.5416732e-05 -5.2225402e-09 -5.9388253e-07 ...  3.7864775e-05
  -5.8554226e-05 -5.2078329e-05]]",غزلیات مولوی,2314
135,"امروز من و باده و آن یار پری زاده	احسنت زهی خرم شاباش زهی باده
بازیم یکی عشقی در زیر گلیمی به	بر حلقه هر جمعی بر رسته هر جاده
این حلقه زرین را در گوش درآویزم	یعنی که از این خدمت آزادم و آزاده
عشق من و روی تو از عهد قدم بوده ست	روی من از اول بد بر روی تو بنهاده",[[0.00759241 0.00536424 0.00155771 ... 0.01379457 0.00630535 0.03292363]],غزلیات مولوی,2325
136,"هر موی من از عشقت بیت و غزلی گشته	هر عضو من از ذوقت خم عسلی گشته
خورشید حمل رویت دریای عسل خویت	هر ذره ز خورشیدت صاحب عملی گشته
این دل ز هوای تو دل را به هوا داده	وین جان ز لقای تو برج حملی گشته","[[ 1.6510602e-02 -4.1682364e-05  4.0430082e-03 ...  5.0271433e-03
   6.5397541e-03  2.6789246e-02]]",غزلیات مولوی,2329
137,"خدایا رحمت خود را به من ده	دریدی پیرهن تو پیرهن ده
مرا صفرای تو سرگشته کرده ست	ز لطف خود مرا صفراشکن ده
اگر عالم به غم خوردن به پای است	مده غم را به من با بوالحزن ده
خدایا عمر نوح و عمر لقمان	و صد چندان بدان خوب ختن ده
سهیل روی تو اندر یمن تافت	مرا راهی به سوی آن یمن ده","[[-1.1231704e-04 -1.3897466e-08 -1.1592657e-06 ...  5.2670948e-04
  -3.2720865e-05 -8.2497594e-05]]",غزلیات مولوی,2347
138,"ای روز مبارک و خجسته	ما جمع و تو در میان نشسته
ای همنفس همیشه پیش آ	تا زنده شود دمی شکسته
پیغام دل است این دو سه حرف	بشنو سخن شکسته بسته
یک بار بگو که بنده من	کآزاد شوم ز رنج و رسته
آن دست ز روی خویش برگیر	تا گل چینیم دسته دسته
یک بار دگر شکرفشان کن	طوطی نگر از قفص برسته","[[ 6.3330654e-06 -1.8141352e-05  1.1052659e-03 ...  1.1567090e-02
   5.5402247e-03  2.1893894e-02]]",غزلیات مولوی,2361
139,"چشم بگشا جان ها بین از بدن بگریخته	جان قفص را درشکسته دل ز تن بگریخته
صد هزاران عقل ها بین جان ها پرداخته	صد هزاران خویشتن بی خویشتن بگریخته
گر گریزد صد هزاران جان و دل من فارغم	چون درآمد مست و خندان آن ز من بگریخته
صد هزاران تشنه ز استسقا بگفته ترک جان	صد هزاران بلبل آن سو از چمن بگریخته","[[ 5.1231217e-03 -5.3572992e-05  7.5607939e-04 ...  9.1396086e-03
   2.1274723e-03  1.6698333e-02]]",غزلیات مولوی,2369
140,"مطرب جان های دل برده	تا به شب تا به شب همین پرده
جان هایی که مست و مخمورند	بر سر باده باده ای خورده
در خرابات مفردان رفته	خرقه آب و گل گرو کرده","[[ 0.0068154  -0.00062875  0.00137337 ...  0.02597953  0.01202569
   0.02072586]]",غزلیات مولوی,2421
141,"یا رشا فدیته من زمن رایته	لست تقول اننی ارحم من سبیته
محرقنی برده کفی اذا دعوته	محتجب بصده عنی اذا اتیته
آه الیس ناظری مختلف لطیفه	آه الیس مهجتی مسکنه و بیته
قد زرع الفراق فی خدی بذر زعفر	وشت علی العیون من کثره ما سقیته
قوسک حیث ما رمی السهم اصاب مقلتی	سهمک ظل من دمی یکتب قد کفیته","[[ 0.01841378  0.01205775 -0.0001208  ...  0.02739889  0.00904169
   0.02029738]]",غزلیات مولوی,2423
142,"فدیتتک یا ستی الناسیه	الی کم تشد فم الخابیه
الا فاملای منه لی کاسه	تذکرنی صفوه ناسیه
فما کاسه منه الا نجی	و تاتی باخت لها آبیه","[[ 0.01677951 -0.00011786 -0.00165597 ...  0.01060321  0.00501328
   0.02375513]]",غزلیات مولوی,2426
143,"جمع مکن تو برف را بر خود تا که نفسری	برف تو بفسراندت گر تو تنور آذری
آنک نجوشد او به خود جوش تو را تبه کند	و آنک ندارد آذری ناید از او برادری
فربهیش به دست جو غره مشو به پشم او	آن سر و سبلتش مبین جان وی است لاغری
گر خوشی است این نوا برجه و گرم پیش آ	سر تو چنین چنین مکن مشنو سست و سرسری","[[-3.8255084e-06  5.0566316e-04 -1.2288317e-04 ... -4.5687902e-05
  -2.1024821e-04  1.2046294e-02]]",غزلیات مولوی,2491
144,"گر هیچ نگارینم بر خلق عیانستی	ای شاد که خلقستی ای خوش که جهانستی
گر نقش پذیرفتی در شش جهت عالم	بالا همه باغستی پستی همه کانستی
از خلق نهان زان شد تا جمله مرا باشد	گر هیچ پدیدستی آن همگانستی","[[-5.8258269e-07  2.9747721e-04 -3.2850934e-07 ...  5.3246011e-04
  -5.5389039e-05 -1.0528296e-04]]",غزلیات مولوی,2586
145,"منم فانی و غرقه در ثبوتی	به دریاهای حی لایموتی
مگر من یوسفم در قعر چاهی	مگر من یونسم در بطن حوتی
وجود ظاهرم تا چند بینی	که اطلس هاست اندر برگ توتی
فقیرم من ولیکن نی فقیری	که گردد در به در در عشق لوتی
ز بهر قهر جان لوت خوارم	بمالیده چو جلادان بروتی
به غیر عشق شمس الدین تبریز	نیرزد پیش بنده تره توتی",[[0.02328736 0.00372437 0.00515263 ... 0.0206474  0.00404858 0.00977375]],غزلیات مولوی,2649
146,"کجا شد عهد و پیمان را چه کردی	امانت های چون جان را چه کردی
چرا کاهل شدی در عشقبازی	سبک روحی مرغان را چه کردی
نشاط عاشقی گنجی است پنهان	چه کردی گنج پنهان را چه کردی
تو را با من نه عهدی بود ز اول	بیا بنشین بگو آن را چه کردی
چنان ابری به پیش ما چه بستی	چنان خورشید خندان را چه کردی","[[-6.8034228e-06  2.0728712e-05 -1.6091021e-06 ...  3.7382264e-04
  -3.0261759e-05  1.8468648e-06]]",غزلیات مولوی,2681
147,"آخر گل و خار را بدیدی	روز و شب تار را بدیدی
بس نقش و نگار درشکستی	تا نقش و نگار را بدیدی
از عالم خاک برگذشتی	و آن گرد و غبار را بدیدی
می خند چو گل در این گلستان	کان جان بهار را بدیدی
بی کار شدی ز کار عالم	چون حاصل کار را بدیدی
چون باده ساقی اندرآمیز	چون رنج خمار را بدیدی",[[0.0041583  0.00070836 0.01129141 ... 0.0020795  0.00937938 0.00870432]],غزلیات مولوی,2745
148,"از قصه حال ما نپرسی	وز کشتن عاشقان نترسی
ای گوهر عشق از چه بحری	وی آتش عشق از چه درسی
آن جا که تویی کی راه یابد	زان جانب چرخ و عرش و کرسی
ای دل تو دلی نه دیگ آهن	از آتش عشق چند تفسی
جان و دل و نفس هر سه سوزید	تا کی گویم ظلمت نفسی",[[0.00713422 0.0087857  0.00330311 ... 0.01157079 0.0060313  0.03661707]],غزلیات مولوی,2751
149,"کژزخمه مباش تا توانی	هر زخمه که کژ زنی بمانی
پیر است عروس عیش دنیا	مرگش طلبی اگر ستانی
تا رخ ننمود جمله نور است	چون رخ بنمود شد دخانی
از سیل بلا چو کاه مگریز	در عشق و ولا چو پهلوانی
چون آب روان به هر نباتی	باید که حیات را رسانی","[[-1.0059717e-04  6.0372404e-05 -9.5961070e-07 ...  5.9543083e-05
  -4.5228298e-05  2.3544767e-04]]",غزلیات مولوی,2757
150,"ساقی انصاف خوش لقایی	از جا رفتم تو از کجایی
گر بنده بگویمت روا نیست	ترسم که بگویمت خدایی
خاموش نمی هلی که باشم	راه گفتن نمی گشایی
می افشاری مرا چو انگور	معشوق نه ای مرا بلایی
گر چشم ببندم از تو کفر است	زیرا که تو نور می فزایی
ور بگشایم بگویی منگر	در ما تو بدیده هوایی","[[ 8.1166232e-05  7.6862794e-05 -1.8412006e-04 ...  2.6470129e-03
  -3.6948113e-04  1.9028131e-02]]",غزلیات مولوی,2768
151,"سر نهاده بر قدم های بت چین نیستی	ز آنک مسی در صفت خلخال زرین نیستی
راست گو جانا که امروز از چه پهلو خاستی	چیز دیگر گشته ای تو رنگ پیشین نیستی
در رخ جان رنگ او دیدم بپرسیدم از او	سر چنین کرد او که یعنی محرم این نیستی
دوش آمد خواجه ای بر در بگفتش عشق او	سیم و زر داری ولیکن مرد زرین نیستی",[[0.02789679 0.00245113 0.00543871 ... 0.01033542 0.00590129 0.02923399]],غزلیات مولوی,2792
152,"تا بنستانی تو انصاف از جهود خیبری	جان به جانان کی رسانی دل به حضرت کی بری
جعفر طیاروار ار آب و از گل کی رهی	تا نخندی اندر آتش همچو زر جعفری
دل نبیند آنک باشد جسم و جان را او حجاب	سر ندارد آنک بنهد پا در این ره سرسری
تا دو چشمت بسته باشد اندر این بازارگاه	سخت ارزان می فروشی لیک انبان می خری","[[-0.00028346  0.02869502  0.00646819 ...  0.0148361   0.00378746
   0.01700298]]",غزلیات مولوی,2797
153,"در میان جان نشین کامروز جان دیگری	کاین جهان خیره است در تو کز جهان دیگری
خوش خرام ای سرو جان کامروز جان دیگری	خوش بخند ای گلستان کز گلستان دیگری
آب خلقان رفت جمله در هوای آب و نان	یوسفا در قحط عالم آب و نان دیگری
تو جهان زندگی و این جهان بندگی	تو ز شاه شه نشان والله نشان دیگری",[[0.04117695 0.01069346 0.00216164 ... 0.01442157 0.00730839 0.02595881]],غزلیات مولوی,2800
154,"نیستی عاشق ای جلف شکم خوار گدای	در فروبند و همان گنده کسان را می گای
کار بوزینه نبوده ست فن نجاری	دعوی یافه مکن یافه مگو ژاژ مخای
عاشقی را تو کیی عشق چه درخورد توست	شرم دار ای سگ زن روسبی آخر ز خدای","[[ 8.4738415e-03 -3.4565510e-05 -7.4240641e-04 ... -7.3159480e-04
   9.0078274e-03  1.7762870e-02]]",غزلیات مولوی,2867
155,"نی تو شکلی دگری سنگ نباشی تو زری	سنگ هم بوی برد نیز که زیباگهری
دل نهادم که به همسایگیت خانه کنم	که بسی نادر و سبز و تر و عالی شجری
سبزه ها جمله در این سبزی تو محو شوند	من چه گویم که تری تو نماند به تری
گر چه چون شیر و شکر با همه آمیخته ای	هیچ عقلی نپذیرد ز تو که زین نفری","[[ 0.00853913  0.01209687  0.0023048  ...  0.00092924 -0.00230014
   0.02134959]]",غزلیات مولوی,2875
156,"طبع چیزی نو به نو خواهد همی	چیز نو نو راهرو خواهد همی
سر نو خواهی که تا خندان شود	سر دو گوش سرشنو خواهد همی
جان پاکان طالب جان زر است	جان حیوان کاه و جو خواهد همی
گفته مستان ساقیا هل من مزید	ساقی از مستان گرو خواهد همی
رو به سر چون سیل تا بحر حیات	جوی کن کان آب گو خواهد همی","[[ 0.00634214 -0.00010311  0.00745905 ...  0.02056266  0.00504462
   0.03091544]]",غزلیات مولوی,2911
157,"ز کجا آمده ای می دانی	ز میان حرم سبحانی
یاد کن هیچ به یادت آید	آن مقامات خوش روحانی
پس فراموش شدستت آن ها	لاجرم خیره و سرگردانی
جان فروشی به یکی مشتی خاک	این چه بیع است بدین ارزانی
بازده خاک و بدان قیمت خود	نی غلامی ملکی سلطانی
جهت تو ز فلک آمده اند	خوبرویان خوش پنهانی","[[ 0.00884223  0.00176949 -0.00196003 ...  0.03025193  0.0141828
   0.02054211]]",غزلیات مولوی,2927
158,"ببست خواب مرا جاودانه دلداری	به زیر سنگ نهان کرد و در بن غاری
به خواب هم نتوان دید خواب چشم مرا	چو مرده ای که درافتاد در نمکساری
کجاست خواب و کجا چشم و کو قرار دلی	کجا گذارد این فتنه صبر صباری
اگر چه کوه بود عقل همچو که بپرد	ببین چه صرصر باهیبتست این باری","[[-4.7737998e-05  9.8575467e-05 -3.1472789e-06 ...  9.1158108e-06
  -2.2355598e-05 -8.9654051e-05]]",غزلیات مولوی,3100
159,"جان جانی و جان صد جانی	می زنی نعره های پنهانی
هر کی کر نیست بشنود وصفت	نعل معکوس و خفیه می رانی
غیر احمق به فهم این نرسد	عارت آید از این لت انبانی
سد پیش و پس تو این عارست	که سرافراز و قطب خلقانی
چون گریزی از این فزون گردد	کای فلان فارغست زین فانی","[[ 3.0306582e-03 -2.7109983e-05 -7.2157366e-04 ...  1.9233213e-03
  -1.9405552e-04  2.6913336e-02]]",غزلیات مولوی,3160
160,"الا فی الغشق تشریفی و عیدی	تعالوا نحو عشق منستزید
دعانا من تعالی عن حدود	نجی المحدود بالعین الحدید
دعانا بحر ذی ماء فرات	فانکرنا التیمم بالصعید
دعانا خالق کل دعاء	تخاسر عندنا کل بعید
نسینا کل شی مذ ذکرنا	مقامات تعالت عن ندید
بدایات نهایات لدیها	مجال الروح فی جد جدید",[[0.00393414 0.02201788 0.00307317 ... 0.00641591 0.00567152 0.01249457]],غزلیات مولوی,3208
161,"الا یا مالکا رق الزمان	الا یا ناسخا، حسن الغوانی
الا من لطفه ماء زلال	و مافی الکون ظرف کالاوانی
سجود کل اوج او حضیض	بشمس الدین سلطان المعانی
الا تبریز بشراک دواما	و صار ساجدیک المشرقان
ظل الله تبریزا بظل	تضعضع من تصوره جنانی
تعالی عن مدیحی، قد تعالی	ولکن لیس صبر فی لسانی",[[0.0183979  0.01911722 0.00466972 ... 0.0225972  0.00561641 0.0256567 ]],غزلیات مولوی,3212
162,"طارت حیلی و زال حیلی	اصبحت مکابدا لویلی
قد اظلم بالجوی نهاری	کیف اخبرکم انا بلیلی
ما املاء عصتی و وجدی	ما افرع من رضاک کیلی","[[ 0.00747926 -0.00010094  0.00253089 ...  0.00185091  0.00671503
   0.00938157]]",غزلیات مولوی,3216
163,"الا حریم لیلی، علیکم سلامی	ادرتم علینا صفیة المدام
فذا ربیع وصل و نوبة التلاقی	و نعمة احاطت جمیعة الانام
تداولوا کوسا واسکروا روسا	کذا بکون خقا ولیمة الکرام
فوصلکم مدید صلوا بلا انقطاع	و نزلکم مزید کلوا بلا غرام
فلا یهیم قلبی بظلمة اللیالی	ولا تعام عینی علت عن المنام",[[0.01217139 0.01218486 0.00109678 ... 0.01548724 0.01292312 0.0201292 ]],غزلیات مولوی,3221
164,"قلت له مصیحا یا ملک المشرق	اقسم بالخالق مثلک لم یخلق
قدرک لایعرف وعدک لا یخلف	نائلک الاشرف بالک لم یغلق
جسمی کالخردله احرقه ذاالوله	خلد فی الزلزله من یک لم یخفق
صرت انا لا انا غیرک عندی فنا	ضدک یا ذاالغنا مختدع احمق
هیج کس ای جان من، جان سخن دان من	نور رخ شد ندید، تا نکند بیدقی",[[0.0044017  0.00031123 0.00534094 ... 0.01106259 0.00912871 0.01726808]],غزلیات مولوی,3226
